X,Y
1.293489133481558,8.34810801762631
8.33410061309027,22.032696318312826
8.331567514044957,22.594990084205037
3.3110597941294784,11.695478236352725
1.7636957947723475,8.611092458369003
5.644745385545532,16.302507490693905
5.5688515719867615,16.823910489612636
4.534360998575632,15.04012668474955
7.509514074328342,19.524301263313696
7.277656018097385,18.56590896222151
8.225931107210824,21.813143928280194
0.8643108109453601,6.423492788447754
6.595114782975139,17.3585124322431
4.0315775241715714,12.098614689450862
2.4395196551994083,10.232367738477278
5.60048963803988,15.658541438818432
7.534773623071564,20.91244552341646
6.7376012368990725,18.61457054347939
8.022921814509006,20.50558454145651
7.444541729670084,20.576571736022466
3.501362980306426,12.037510055212831
1.4257973394457102,7.087222070672355
0.48604160365004256,6.854308095326048
9.626675755204733,24.18790436910724
7.977679020296087,21.247248339346694
7.017054075663856,19.24375629054188
6.025712128336083,16.261851904158032
9.787418161522174,24.766074094137284
7.534863635329217,19.537047671921854
4.117901205270299,12.821617227166238
